Instance,NoGenSM,NoSM,NoPubSM,NoProSM,NoPriSM,NoDefSM,NoGenM,NoM,NoPubM,NoProM,NoPriM,NoDefM,NoAM,NoPubAM,NoProAM,NoPriAM,NoDefAM,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,Label
IntroClassJava/median/d43d32076778e9cb3a2aa237e806bc00b0eaffde5b75563c9321019a817607f8303e6b982bf49358787264ac38e22026f27bde7e67a87ba43b973c29442f9e93_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,39.45833333,0,0,0,0.708333333,0,0,13.29166667,repaired
IntroClassJava/median/9083480332b4a5e4274f3bf5ef8bd5d1bd75048c0c066e574c27a2de6d919d658efc519e8b6a230a074eb5f2957d5768f4dc981a8e926c3a72993bc448a017f7_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,41.5,0,0,0,0.708333333,0,0,13.97222222,unrepaired
IntroClassJava/median/90a14c1ac8f56395389fade6f67872a9684e61f83099e634ac675eae04f391f3cc2b6f6ebe966f2488ce7e00a2cabb218f3b1372d4161b3c05d134b1b7f296d2_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,44.5,0,0,0,0.708333333,0,0,14.97222222,repaired
IntroClassJava/median/36d8008b13f6475ca8fa4553fea10042b0a6c623665065672051445c3464d61b29b47cb66321844a0264505a0f5ccf5aa6de072aa266b5a8b0cf13198380a389_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,43.38095238,0,0,0,0.708333333,0,0,14.59920635,repaired
IntroClassJava/median/cd2d9b5b5cff96b07c5b22c0d139ffa2aa36b01823c9eb4db6eca19065a0ce2c4d2516bfcc2f1bc95daeae5b0bbd5e9c15b83feda776735e7bc3de6c49d25144_010,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,42.54166667,0,0,0,0.708333333,0,0,14.31944444,repaired
IntroClassJava/median/c716ee619761838749589cbd08d5fd56830bff349039f8587e988a5b0cd6310e04844d8e0ee98c5ffee3275aa227bd2c92fcde0993637fcf3bfbd41a37378833_002,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,43.77777778,0,0,0,0.708333333,0,0,14.73148148,unrepaired
IntroClassJava/median/fcf701e8bed9c75a4cc52a990a577eb0204d7aadf138a4cad08726a847d66e77126f95f06f839ec9224b7e8a887b873fe0d4b6f4311b4e8bd2a36e5028d1feca_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,44.56666667,0,0,0,0.708333333,0,0,14.99444444,unrepaired
IntroClassJava/median/2c1556672751734adf9a561fbf88767c32224fca14a81e9d9c719f18d0b21765038acc16ecd8377f74d4f43e8c844538161d869605e3516cf797d0a6a59f1f8e_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,44.96969697,0,0,0,0.708333333,0,0,15.12878788,unrepaired
IntroClassJava/median/95362737dcd262ddd67b0fe1381c25f1e6b885860b4e51efb6f57223dceb77b4c6c7d855e3fe891c10cd51b48c9b052cf2c74f181a28d3020d77a4a2d6e4db18_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,44.95833333,0,0,0,0.708333333,0,0,15.125,unrepaired
IntroClassJava/median/af81ffd4bc47e4f84cbf87051d82d15af14833eaba6c57ae82fc503a67eb939f3e6552182124605c38a77a6774f41fac2cc95082320ba5e29d303277c098c4ae_007,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.846153846,0.833333333,0.166666667,0.166666667,2.166666667,0.875,45.24358974,0,0,0,0.708333333,0,0,15.22008547,unrepaired
IntroClassJava/smallest/90a14c1ac8f56395389fade6f67872a9684e61f83099e634ac675eae04f391f3cc2b6f6ebe966f2488ce7e00a2cabb218f3b1372d4161b3c05d134b1b7f296d2_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,48.5,0,0,0,0.708333333,0,0,16.30555556,unrepaired
IntroClassJava/smallest/9083480332b4a5e4274f3bf5ef8bd5d1bd75048c0c066e574c27a2de6d919d658efc519e8b6a230a074eb5f2957d5768f4dc981a8e926c3a72993bc448a017f7_005,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,50.33333333,0,0,0,0.708333333,0,0,16.91666667,repaired
IntroClassJava/smallest/769cd811312cbbb82c87033a78ac9584ad282550bcb9cc3ae8c4e3da44c288c1a5b3954e01998c3c0654ee6774ceab66e9fe5b135750905c917d2b0bb5fab98b_009,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,45.05555556,0,0,0,0.708333333,0,0,15.15740741,repaired
IntroClassJava/smallest/93f87bf20be12abd3b52e14015efb6d78b6038d2022e0ab5889979f9c6b6c8c757d6b5a59feae9f8415158057992ae837da76609dc156ea76b5cca7a43a4678b_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,46.04166667,0,0,0,0.708333333,0,0,15.48611111,unrepaired
IntroClassJava/smallest/769cd811312cbbb82c87033a78ac9584ad282550bcb9cc3ae8c4e3da44c288c1a5b3954e01998c3c0654ee6774ceab66e9fe5b135750905c917d2b0bb5fab98b_007,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,43.73333333,0,0,0,0.708333333,0,0,14.71666667,repaired
IntroClassJava/smallest/90a14c1ac8f56395389fade6f67872a9684e61f83099e634ac675eae04f391f3cc2b6f6ebe966f2488ce7e00a2cabb218f3b1372d4161b3c05d134b1b7f296d2_001,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,44.52777778,0,0,0,0.708333333,0,0,14.98148148,unrepaired
IntroClassJava/smallest/5a5683598d8e2140d344e9ac96a8d6105b8e6e55831ab874cd960dfe789c3b242d57aad028e2b28331e4d61019d6e1b1d1cad97316bcb0378df48de738147b7d_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.833333333,0.833333333,0.166666667,0.166666667,2.166666667,0.875,45.16666667,0,0,0,0.708333333,0,0,15.19444444,unrepaired
IntroClassJava/grade/1c2bb3a40a82cba97b2937bc6825903a28ecfe91f993fc177a0f2ae003bcc7b1073eb49e35d3f0f69d6b612e8347e9c1b93306bf25a7e5390098c1a06845baac_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,41.83333333,0,0,0,0.708333333,0,0,14.08333333,unrepaired
IntroClassJava/grade/b1924d63a2e25b7c8d9a794093c4ae97fdceec9e0ea46b6a4b02d9a18b9ba9cecf07cb0c42c264a0947aec22b0bacff788a547a8250c2265f601581ab545bf82_001,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,45.58333333,0,0,0,0.708333333,0,0,15.33333333,repaired
IntroClassJava/grade/833bd42c11f7407d63f604b8ba3b7927e22e04e91884c959f01083cda7d5019610705b94a89c09cd1caa3fd1d58eee24b48b85b523db0fa3fc302e7af2dff93d_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,45.5,0,0,0,0.708333333,0,0,15.30555556,unrepaired
IntroClassJava/grade/0cea42f9680f35f5a84c724c396d4d588b65c303453f9585562f2e2af8db74f5096a83a70b17c5126538222b111a0795a34e9fb6db95d62d771d01592abe3ff6_001,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,46.79166667,0,0,0,0.708333333,0,0,15.73611111,unrepaired
IntroClassJava/grade/36d8008b13f6475ca8fa4553fea10042b0a6c623665065672051445c3464d61b29b47cb66321844a0264505a0f5ccf5aa6de072aa266b5a8b0cf13198380a389_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,46.5,0,0,0,0.708333333,0,0,15.63888889,unrepaired
IntroClassJava/grade/e23b96b6bab26bd14316cefafcbaa16dd8eafcfb97a7159a7772f3c8bb3e78fb353dea728f6b4df6528286af5f0b85fd134c79886c9c2a352fe80d8204c69111_001,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,46.97222222,0,0,0,0.708333333,0,0,15.7962963,unrepaired
IntroClassJava/grade/0cea42f9680f35f5a84c724c396d4d588b65c303453f9585562f2e2af8db74f5096a83a70b17c5126538222b111a0795a34e9fb6db95d62d771d01592abe3ff6_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,48.42857143,0,0,0,0.708333333,0,0,16.28174603,unrepaired
IntroClassJava/grade/b1924d63a2e25b7c8d9a794093c4ae97fdceec9e0ea46b6a4b02d9a18b9ba9cecf07cb0c42c264a0947aec22b0bacff788a547a8250c2265f601581ab545bf82_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,48.54166667,0,0,0,0.708333333,0,0,16.31944444,unrepaired
IntroClassJava/grade/cd2d9b5b5cff96b07c5b22c0d139ffa2aa36b01823c9eb4db6eca19065a0ce2c4d2516bfcc2f1bc95daeae5b0bbd5e9c15b83feda776735e7bc3de6c49d25144_010,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,47.90740741,0,0,0,0.708333333,0,0,16.10802469,unrepaired
IntroClassJava/grade/e23b96b6bab26bd14316cefafcbaa16dd8eafcfb97a7159a7772f3c8bb3e78fb353dea728f6b4df6528286af5f0b85fd134c79886c9c2a352fe80d8204c69111_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,47.95,0,0,0,0.708333333,0,0,16.12222222,unrepaired
IntroClassJava/grade/769cd811312cbbb82c87033a78ac9584ad282550bcb9cc3ae8c4e3da44c288c1a5b3954e01998c3c0654ee6774ceab66e9fe5b135750905c917d2b0bb5fab98b_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,48.01515152,0,0,0,0.708333333,0,0,16.14393939,unrepaired
IntroClassJava/grade/af81ffd4bc47e4f84cbf87051d82d15af14833eaba6c57ae82fc503a67eb939f3e6552182124605c38a77a6774f41fac2cc95082320ba5e29d303277c098c4ae_009,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.333333333,4.666666667,0.833333333,0.166666667,0.166666667,2.166666667,0.875,47.77777778,0,0,0,0.708333333,0,0,16.06481481,unrepaired
IntroClassJava/grade/af81ffd4bc47e4f84cbf87051d82d15af14833eaba6c57ae82fc503a67eb939f3e6552182124605c38a77a6774f41fac2cc95082320ba5e29d303277c098c4ae_007,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.358974359,4.679487179,0.833333333,0.179487179,0.179487179,2.166666667,0.875,47.61538462,0,0,0,0.708333333,0,0,16.01068376,unrepaired
IntroClassJava/grade/30074a0e036669b5681720e6481cc101877d52ee589bab434417ece22b4133ed584c6a84f80047c10ab47aa73a7807720b5375983e8b489e8e69978e5e0e8b71_004,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.357142857,4.678571429,0.833333333,0.178571429,0.178571429,2.166666667,0.875,47.69047619,0,0,0,0.708333333,0,0,16.03571429,unrepaired
IntroClassJava/grade/387be36eafae90e7b26450a56b535f6779e881ed8916bbab08bceeb78d8ea474757d46977e2943e6b07dfe150757f53679b911e113ef68a13cd1e75b3daf18d7_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.355555556,4.677777778,0.833333333,0.177777778,0.177777778,2.166666667,0.875,47.6,0,0,0,0.708333333,0,0,16.00555556,unrepaired
IntroClassJava/grade/af81ffd4bc47e4f84cbf87051d82d15af14833eaba6c57ae82fc503a67eb939f3e6552182124605c38a77a6774f41fac2cc95082320ba5e29d303277c098c4ae_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.354166667,4.677083333,0.833333333,0.177083333,0.177083333,2.166666667,0.875,47.46875,0,0,0,0.708333333,0,0,15.96180556,unrepaired
IntroClassJava/grade/75c98d3d90ca9a022bbf45421aa04a07f37da8a126811259bc4873e9458baab0a4863fa6664e5735c60172b34a16ed5acef892635f4f16e6d5737fb3685d0356_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.352941176,4.676470588,0.833333333,0.176470588,0.176470588,2.166666667,0.875,47.44117647,0,0,0,0.708333333,0,0,15.95261438,unrepaired
IntroClassJava/grade/3cf6d33ab0357953aa5826c67dc74c4aa483f16ef04c973a68d58cda6f19ea712954b24f366f880b9c18b628c6605eabc4d3e80dc4aa120fac80fe680e2e708f_010,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.351851852,4.675925926,0.833333333,0.175925926,0.175925926,2.166666667,0.875,47.31481481,0,0,0,0.708333333,0,0,15.91049383,unrepaired
IntroClassJava/grade/f5b56c79c624eac7c37c45c1540916bb9b5f5db93e2a426a282a5d0eacde86b4b1e5d1d119eeb06f0ead94d2e4f228dca8dde4ef511af4bc59a18d272d820a0e_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.350877193,4.675438596,0.833333333,0.175438596,0.175438596,2.166666667,0.875,47.49122807,0,0,0,0.708333333,0,0,15.96929825,unrepaired
IntroClassJava/grade/489253253c866aa61b6b0d95c6072d3912f6b78dfbc01bdb2fbb663aefe33d6d353b1a61bb5fc567c9d6c334994111816edd3d43db47e4ea4a84953198736ff7_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.35,4.675,0.833333333,0.175,0.175,2.166666667,0.875,47.38333333,0,0,0,0.708333333,0,0,15.93333333,unrepaired
IntroClassJava/grade/1b31fa5c50f7725ce468ebf24282f2d080a83aed87e4ee35522ae7710c8e0136bc263cc460b8ec7bf2c3519cb59af4a138e114d36541515b2609ab56ad2b8ee9_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.349206349,4.674603175,0.833333333,0.174603175,0.174603175,2.166666667,0.875,47.53968254,0,0,0,0.708333333,0,0,15.98544974,unrepaired
IntroClassJava/grade/9c9308d4cdf5bc5dfe6efc2b1a9c9bc9a44fbff73c5367c97e3be37861bbb3ba9ac7ad3ddec74dc66e34fe8f0804e46186819b4e90e8f9a59d1b82d9cf0a6218_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.363636364,4.689393939,0.833333333,0.181818182,0.181818182,2.166666667,0.875,47.12878788,0,0,0,0.708333333,0,0,15.84848485,unrepaired
IntroClassJava/grade/af81ffd4bc47e4f84cbf87051d82d15af14833eaba6c57ae82fc503a67eb939f3e6552182124605c38a77a6774f41fac2cc95082320ba5e29d303277c098c4ae_001,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.362318841,4.688405797,0.833333333,0.18115942,0.18115942,2.166666667,0.875,47.05797101,0,0,0,0.708333333,0,0,15.82487923,unrepaired
IntroClassJava/grade/48b82975576f07f162163145b334648a73321d003a0a8cd4577172e48ce4836e63953dffd4460a9a7aadc511a695ff93de0ce2baf953e4b78b747440caa736a6_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.361111111,4.6875,0.833333333,0.180555556,0.180555556,2.166666667,0.875,46.88194444,0,0,0,0.708333333,0,0,15.7662037,unrepaired
IntroClassJava/grade/aaceaf4ad658a90db957967d2852b7dfa81b42f4ab8dbdf2f7c9847a6072e1741a6b0cbd2ea52f5669f2da1cdf925ec565d257320cf93b97bc9bc99f000e1871_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.36,4.686666667,0.833333333,0.18,0.18,2.166666667,0.875,46.91333333,0,0,0,0.708333333,0,0,15.77666667,unrepaired
IntroClassJava/grade/c9d718f379a877bd04e4544ee830a1c4c256bb4f104f214afd1ccaf81e7b25dea689895678bb1e6f817d8b0939eb175f8e847130f30a9a22e980d38125933516_002,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.358974359,4.685897436,0.833333333,0.179487179,0.179487179,2.166666667,0.875,47.09615385,0,0,0,0.708333333,0,0,15.83760684,unrepaired
IntroClassJava/grade/d009aa71ece41454c68d8038b5462d8eea8feb291bce1d53ee149f8477b5eab62ee28c7f690bf14dc6ce1d70c8943f7f3b3e4300965cb24da4cd2d2807dab19a_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.358024691,4.685185185,0.833333333,0.179012346,0.179012346,2.166666667,0.875,47.06790123,0,0,0,0.708333333,0,0,15.8281893,unrepaired
IntroClassJava/grade/cb243bebea400595cc274d1246f3307c507ba6a0e891f6e318cde2b80a72de40dab19eb7f76d3b6573a08e446bce6fb4435cdb016ae6489973b855a9bddd3b11_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.357142857,4.68452381,0.833333333,0.178571429,0.178571429,2.166666667,0.875,47.11309524,0,0,0,0.708333333,0,0,15.84325397,unrepaired
IntroClassJava/grade/92b7dd1241c2688476a763b691eadd80a1aa750e7c26955f8c3a3d2b11233c05cd51469a029d22c1ba0b6b4203484f2d056d1bdf5cef075f583fbca4292f1a40_002,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.356321839,4.683908046,0.833333333,0.17816092,0.17816092,2.166666667,0.875,47.13218391,0,0,0,0.708333333,0,0,15.84961686,unrepaired
IntroClassJava/grade/c9d718f379a877bd04e4544ee830a1c4c256bb4f104f214afd1ccaf81e7b25dea689895678bb1e6f817d8b0939eb175f8e847130f30a9a22e980d38125933516_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.355555556,4.683333333,0.833333333,0.177777778,0.177777778,2.166666667,0.875,47.20555556,0,0,0,0.708333333,0,0,15.87407407,unrepaired
IntroClassJava/grade/c9d718f379a877bd04e4544ee830a1c4c256bb4f104f214afd1ccaf81e7b25dea689895678bb1e6f817d8b0939eb175f8e847130f30a9a22e980d38125933516_004,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.35483871,4.682795699,0.833333333,0.177419355,0.177419355,2.166666667,0.875,47.27419355,0,0,0,0.708333333,0,0,15.89695341,unrepaired
IntroClassJava/grade/a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_012,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.354166667,4.682291667,0.833333333,0.177083333,0.177083333,2.166666667,0.875,47.33854167,0,0,0,0.708333333,0,0,15.91840278,unrepaired
IntroClassJava/grade/cb243bebea400595cc274d1246f3307c507ba6a0e891f6e318cde2b80a72de40dab19eb7f76d3b6573a08e446bce6fb4435cdb016ae6489973b855a9bddd3b11_001,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.353535354,4.681818182,0.833333333,0.176767677,0.176767677,2.166666667,0.875,47.36868687,0,0,0,0.708333333,0,0,15.92845118,unrepaired
IntroClassJava/grade/0cdfa335eea3c612e6fa3ad261276b0c3ebbc6ff0ff13c20bdc249bad29a8037ca6dc887dd28558964e1e1a24f47c4cffc05adba525285dc8b93660cdf9b8b7c_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.352941176,4.681372549,0.833333333,0.176470588,0.176470588,2.166666667,0.875,47.29411765,0,0,0,0.708333333,0,0,15.90359477,unrepaired
IntroClassJava/grade/070455301c2e18c7c89b850c2e86c311ac5fd223c84e723591012e163d60f11f5fd030343a444049a44940f8607d36c463f30556bf1efa98916d7417c2b4393c_002,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.361904762,4.69047619,0.833333333,0.180952381,0.180952381,2.166666667,0.875,47.15714286,0,0,0,0.708333333,0,0,15.85793651,unrepaired
IntroClassJava/grade/95362737dcd262ddd67b0fe1381c25f1e6b885860b4e51efb6f57223dceb77b4c6c7d855e3fe891c10cd51b48c9b052cf2c74f181a28d3020d77a4a2d6e4db18_010,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.361111111,4.689814815,0.833333333,0.180555556,0.180555556,2.166666667,0.875,47.21759259,0,0,0,0.708333333,0,0,15.87808642,unrepaired
IntroClassJava/grade/317aa7055d3b7337ab43b73863692d1288ca246c473f9fd176bc737a7c3e1e08c37a15603cfb7bfc86f7bc2dcc239967b79b605aec11f86ae3ab90dc140b540f_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.369369369,4.698198198,0.833333333,0.184684685,0.184684685,2.166666667,0.875,47.11711712,0,0,0,0.708333333,0,0,15.84459459,unrepaired
IntroClassJava/grade/fe9d5fb933c758c2cbbd859e3ecbd2d2eaecc2843b57cfd97da99af24de59f189a144d13ce81ec585d7c2f7367f70c0fb2aec8269eed1fd8380def614817ef7c_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.368421053,4.697368421,0.833333333,0.184210526,0.184210526,2.166666667,0.875,47.21052632,0,0,0,0.708333333,0,0,15.87573099,unrepaired
IntroClassJava/grade/fe9d5fb933c758c2cbbd859e3ecbd2d2eaecc2843b57cfd97da99af24de59f189a144d13ce81ec585d7c2f7367f70c0fb2aec8269eed1fd8380def614817ef7c_004,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.367521368,4.696581197,0.833333333,0.183760684,0.183760684,2.166666667,0.875,47.2991453,0,0,0,0.708333333,0,0,15.90527066,unrepaired
IntroClassJava/grade/dc11fbc9421c547961bfefcdc4044715a7131ceb484b10c8391745399298fcce81022dbb780a9efcac004486b7d989ef4bf0dfb5a4db7c599a8f9aa3393570ae_000,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.366666667,4.695833333,0.833333333,0.183333333,0.183333333,2.166666667,0.875,47.25,0,0,0,0.708333333,0,0,15.88888889,unrepaired
IntroClassJava/grade/cd2d9b5b5cff96b07c5b22c0d139ffa2aa36b01823c9eb4db6eca19065a0ce2c4d2516bfcc2f1bc95daeae5b0bbd5e9c15b83feda776735e7bc3de6c49d25144_003,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.365853659,4.699186992,0.833333333,0.182926829,0.182926829,2.166666667,0.875,47.04065041,0,0,0,0.708333333,0,0,15.81910569,unrepaired
IntroClassJava/grade/317aa7055d3b7337ab43b73863692d1288ca246c473f9fd176bc737a7c3e1e08c37a15603cfb7bfc86f7bc2dcc239967b79b605aec11f86ae3ab90dc140b540f_001,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,2.166666667,1,0,0.373015873,4.706349206,0.833333333,0.186507937,0.186507937,2.166666667,0.875,46.95634921,0,0,0,0.708333333,0,0,15.79100529,unrepaired
